SDC Deal Number,Company Name,Exit Type,Date Announced / Filed,Date Completed / Issued,Ticker,"Proceeds Amt + Overallot Sold All Markets
(USD)",Acquiror Name,"Rank Value Incl. Net Debt Sum
(USD)","Rank Value Incl. Net Debt Average
(USD)","Rank Value Incl. Net Debt Median
(USD)","M&A Deal Value Average
(USD)","M&A Deal Value Sum
(USD)","M&A Deal Value Median
(USD)","Value of Earnout Average
(USD)","Value of Earnout Sum
(USD)","Value of Earnout Median
(USD)","Purchase Price Average
(USD)","Purchase Price Sum
(USD)","Purchase Price Median
(USD)",Time to Exit (Years),No. of Deals,No. of IPOs,No. of Deals w/ M&A Deal Value,Exit Portfolio Company TRBC Industry Group,Exit Portfolio Company TRBC Industry,Exit Portfolio Company TRBC Economic Sector,Exit Portfolio Company TRBC Business Sector,Exit Portfolio Company TRBC Activity,Exit Date Completed / Issued,"Exit Portfolio Company Nation
('|')",Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued
154087469150,Kids Clinic India Pvt Ltd,IPO,30/08/2021,30/08/2021,N/A,40.93,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.1,1,1,0,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,"Hospitals, Clinics & Primary Care Services",30/08/2021,India,30/08/2021,30/08/2021,30/08/2021,30/08/2021,30/08/2021,30/08/2021,30/08/2021,30/08/2021
154087341462,TVS Supply Chain Solutions Ltd,IPO,19/10/2021,14/08/2023,N/A,111.21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.8,1,1,0,Freight & Logistics Services,Ground Freight & Logistics,Industrials,Transportation,Ground Freight & Logistics (NEC),14/08/2023,India,19/10/2021,14/08/2023,14/08/2023,19/10/2021,14/08/2023,14/08/2023,19/10/2021,14/08/2023
154087341910,Fedbank Financial Services Ltd,IPO,19/10/2021,24/11/2023,N/A,131.15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.5,1,1,0,Banking Services,Corporate Financial Services,Financials,Banking & Investment Services,Corporate Financial Services (NEC),24/11/2023,India,19/10/2021,24/11/2023,24/11/2023,19/10/2021,24/11/2023,24/11/2023,19/10/2021,24/11/2023
154087482953,Archean Chemical Industries Pvt Ltd,IPO,18/02/2022,11/11/2022,N/A,181.70,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.5,1,1,0,Chemicals,Agricultural Chemicals,Basic Materials,Chemicals,Agricultural Chemicals (NEC),11/11/2022,India,18/02/2022,11/11/2022,11/11/2022,18/02/2022,11/11/2022,11/11/2022,18/02/2022,11/11/2022
154084964701,Bikaji Foods International Ltd,IPO,03/01/2018,07/11/2022,N/A,107.72,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.6,1,1,0,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Food Processing (NEC),07/11/2022,India,03/01/2018,07/11/2022,07/11/2022,03/01/2018,07/11/2022,07/11/2022,03/01/2018,07/11/2022
154087469027,Navi Technologies Pvt Ltd,IPO,10/03/2022,10/03/2022,N/A,439.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7,1,1,0,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),10/03/2022,India,10/03/2022,10/03/2022,10/03/2022,10/03/2022,10/03/2022,10/03/2022,10/03/2022,10/03/2022
154087509706,Corrtech International Pvt Ltd,IPO,16/03/2022,16/03/2022,N/A,65.63,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.8,1,1,0,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Energy,Energy - Fossil Fuels,Oil Related Services and Equipment (NEC),16/03/2022,India,16/03/2022,16/03/2022,16/03/2022,16/03/2022,16/03/2022,16/03/2022,16/03/2022,16/03/2022
154087517549,Pristine Logistics & Infraprojects Pvt Ltd,IPO,24/03/2022,24/03/2022,N/A,145.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.3,1,1,0,Freight & Logistics Services,Ground Freight & Logistics,Industrials,Transportation,Ground Freight & Logistics (NEC),24/03/2022,India,24/03/2022,24/03/2022,24/03/2022,24/03/2022,24/03/2022,24/03/2022,24/03/2022,24/03/2022
154087573972,FirstMeridian Business Services Pvt Ltd,IPO,11/05/2022,11/05/2022,N/A,95.59,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.3,1,1,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),11/05/2022,India,11/05/2022,11/05/2022,11/05/2022,11/05/2022,11/05/2022,11/05/2022,11/05/2022,11/05/2022
154087596925,Keystone Realtors Pvt Ltd,IPO,20/05/2022,16/11/2022,N/A,77.93,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.7,1,1,0,Homebuilding & Construction Supplies,Homebuilding,Consumer Cyclicals,Cyclical Consumer Products,Residential Builders - Multifamily Homes,16/11/2022,India,20/05/2022,16/11/2022,16/11/2022,20/05/2022,16/11/2022,16/11/2022,20/05/2022,16/11/2022
154087631426,Portea Medical Health Vista Pvt Ltd,IPO,29/06/2022,29/06/2022,N/A,25.34,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.6,1,1,0,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Residential & Long-Term Care,29/06/2022,India,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022,29/06/2022
154087631419,Concord Enviro Systems Limited,IPO,30/06/2022,23/12/2024,N/A,58.80,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,1,1,0,Professional & Commercial Services,Environmental Services & Equipment,Industrials,Industrial & Commercial Services,"Waste Management, Disposal & Recycling Services",23/12/2024,India,30/06/2022,23/12/2024,23/12/2024,30/06/2022,23/12/2024,23/12/2024,30/06/2022,23/12/2024
154084958786,Mankind Pharma Ltd,IPO,24/11/2016,27/04/2023,N/A,529.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.9,1,1,0,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),27/04/2023,India,24/11/2016,27/04/2023,27/04/2023,24/11/2016,27/04/2023,27/04/2023,24/11/2016,27/04/2023
154087617013,Honasa Consumer Pvt Ltd,IPO,21/06/2022,02/11/2023,N/A,204.43,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.1,1,1,0,Personal & Household Products & Services,Personal Products,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Products (NEC),02/11/2023,India,21/06/2022,02/11/2023,02/11/2023,21/06/2022,02/11/2023,02/11/2023,21/06/2022,02/11/2023
154087865428,Rishabh Instruments Pvt Ltd,IPO,29/12/2022,01/09/2023,N/A,59.35,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.9,1,1,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrials,Industrial Goods,Testing & Measuring Equipment,01/09/2023,India,29/12/2022,01/09/2023,01/09/2023,29/12/2022,01/09/2023,01/09/2023,29/12/2022,01/09/2023
154087711918,Ideaforge Technology Pvt Ltd,IPO,21/09/2022,30/06/2023,N/A,69.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.5,1,1,0,Aerospace & Defense,Aerospace & Defense,Industrials,Industrial Goods,Drone Manufacturing,30/06/2023,India,21/09/2022,30/06/2023,30/06/2023,21/09/2022,30/06/2023,30/06/2023,21/09/2022,30/06/2023
154087834550,RR Kabel Ltd,IPO,12/04/2022,15/09/2023,N/A,236.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,1,1,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment,Industrials,Industrial Goods,Wires & Cables,15/09/2023,India,12/04/2022,15/09/2023,15/09/2023,12/04/2022,15/09/2023,15/09/2023,12/04/2022,15/09/2023
154087277742,Rategain Travel Technologies Ltd,IPO,19/06/2021,09/12/2021,N/A,176.79,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.9,1,1,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),09/12/2021,India,19/06/2021,09/12/2021,09/12/2021,19/06/2021,09/12/2021,09/12/2021,19/06/2021,09/12/2021
154087606574,Indiafirst Life Insurance Co Ltd,IPO,10/06/2022,10/06/2022,N/A,452.87,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.3,1,1,0,Insurance,Life & Health Insurance,Financials,Insurance,Life Insurance,10/06/2022,India,10/06/2022,10/06/2022,10/06/2022,10/06/2022,10/06/2022,10/06/2022,10/06/2022,10/06/2022
154088281549,Gopal Snacks Ltd,IPO,21/11/2023,11/03/2024,N/A,78.62,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4,1,1,0,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Food Processing (NEC),11/03/2024,India,21/11/2023,11/03/2024,11/03/2024,21/11/2023,11/03/2024,11/03/2024,21/11/2023,11/03/2024
154088260158,Avanse Financial Services Ltd,IPO,20/06/2024,20/06/2024,N/A,418.56,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.3,1,1,0,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Personal & Car Loans,20/06/2024,India,20/06/2024,20/06/2024,20/06/2024,20/06/2024,20/06/2024,20/06/2024,20/06/2024,20/06/2024
154088405443,Zinka Logistics Solutions Pvt Ltd,IPO,05/07/2024,18/11/2024,N/A,132.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.0,1,1,0,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",Industrials,Transportation,Freight Logistics,18/11/2024,India,05/07/2024,18/11/2024,18/11/2024,05/07/2024,18/11/2024,18/11/2024,05/07/2024,18/11/2024
154088552954,SAI Life Sciences Ltd,IPO,12/07/2024,13/12/2024,N/A,358.88,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.4,1,1,0,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),13/12/2024,India,12/07/2024,13/12/2024,13/12/2024,12/07/2024,13/12/2024,13/12/2024,12/07/2024,13/12/2024
154087480949,Brainbees Solutions Pvt Ltd,IPO,18/02/2022,08/08/2024,N/A,499.35,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.3,1,1,0,Software & IT Services,Online Services,Technology,Software & IT Services,E-commerce & Auction Services,08/08/2024,India,18/02/2022,08/08/2024,08/08/2024,18/02/2022,08/08/2024,08/08/2024,18/02/2022,08/08/2024
154087635528,Ecom Express Pvt Ltd,IPO,15/08/2024,15/08/2024,N/A,309.75,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.1,1,1,0,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",Industrials,Transportation,Freight Logistics,15/08/2024,India,15/08/2024,15/08/2024,15/08/2024,15/08/2024,15/08/2024,15/08/2024,15/08/2024,15/08/2024
154087423643,TBO Tek Ltd,IPO,23/12/2021,10/05/2024,N/A,185.63,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6,1,1,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),10/05/2024,India,23/12/2021,10/05/2024,10/05/2024,23/12/2021,10/05/2024,10/05/2024,23/12/2021,10/05/2024
154088349257,Niva Bupa Health Insurance Co Ltd,IPO,29/06/2024,11/11/2024,N/A,260.73,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.9,1,1,0,Insurance,Life & Health Insurance,Financials,Insurance,Life Insurance,11/11/2024,India,29/06/2024,11/11/2024,11/11/2024,29/06/2024,11/11/2024,11/11/2024,29/06/2024,11/11/2024
154088585775,Hdfc Credila Financial Services Ltd,IPO,19/08/2024,19/08/2024,N/A,584.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2,1,1,0,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),19/08/2024,India,19/08/2024,19/08/2024,19/08/2024,19/08/2024,19/08/2024,19/08/2024,19/08/2024,19/08/2024
154087608907,PhonePe Pvt Ltd,IPO,24/08/2020,24/08/2020,N/A,"1,000.00",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1,1,0,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) (NEC),24/08/2020,India,24/08/2020,24/08/2020,24/08/2020,24/08/2020,24/08/2020,24/08/2020,24/08/2020,24/08/2020
154084952604,Seaways Group,IPO,28/03/2016,28/03/2016,N/A,52.55,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,1,1,0,Freight & Logistics Services,Marine Freight & Logistics,Industrials,Transportation,Marine Freight & Logistics (NEC),28/03/2016,India,28/03/2016,28/03/2016,28/03/2016,28/03/2016,28/03/2016,28/03/2016,28/03/2016,28/03/2016
154084917345,Varun Beverages Ltd,IPO,05/06/2014,02/11/2016,N/A,166.66,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.3,1,1,0,Beverages,Non-Alcoholic Beverages,Consumer Non-Cyclicals,Food & Beverages,Carbonated Soft Drinks,02/11/2016,India,05/06/2014,02/11/2016,02/11/2016,05/06/2014,02/11/2016,02/11/2016,05/06/2014,02/11/2016
154084958335,Laurus Labs Ltd,IPO,17/05/2016,12/12/2016,N/A,197.54,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.8,1,1,0,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),12/12/2016,India,17/05/2016,12/12/2016,12/12/2016,17/05/2016,12/12/2016,12/12/2016,17/05/2016,12/12/2016
154084968807,TCNS Clothing Co Ltd,IPO,28/05/2017,24/07/2018,N/A,163.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.8,1,1,0,Textiles & Apparel,Apparel & Accessories,Consumer Cyclicals,Cyclical Consumer Products,Women's Clothing,24/07/2018,India,28/05/2017,24/07/2018,24/07/2018,28/05/2017,24/07/2018,24/07/2018,28/05/2017,24/07/2018
154084935709,G R Infraprojects Ltd,IPO,30/09/2015,09/07/2021,N/A,129.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.3,1,1,0,Homebuilding & Construction Supplies,Homebuilding,Consumer Cyclicals,Cyclical Consumer Products,Residential Builders - Multifamily Homes,09/07/2021,India,30/09/2015,09/07/2021,09/07/2021,30/09/2015,09/07/2021,09/07/2021,30/09/2015,09/07/2021
154085128408,Century Metal Recycling Ltd,IPO,11/06/2018,11/06/2018,N/A,88.94,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.0,1,1,0,Metals & Mining,Aluminum,Basic Materials,Mineral Resources,Primary Aluminum Production,11/06/2018,India,11/06/2018,11/06/2018,11/06/2018,11/06/2018,11/06/2018,11/06/2018,11/06/2018,11/06/2018
154084988019,Vectus Industries Ltd,IPO,21/02/2018,21/02/2018,N/A,69.44,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7,1,1,0,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Consumer Cyclicals,Cyclical Consumer Products,Plumbing Fixtures & Fittings,21/02/2018,India,21/02/2018,21/02/2018,21/02/2018,21/02/2018,21/02/2018,21/02/2018,21/02/2018,21/02/2018
154085108889,Sansera Engineering Limited,IPO,17/05/2018,16/09/2021,N/A,174.39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.2,1,1,0,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,Automobiles & Auto Parts,Engine & Powertrain Systems,16/09/2021,India,17/05/2018,16/09/2021,16/09/2021,17/05/2018,16/09/2021,16/09/2021,17/05/2018,16/09/2021
154084936091,Senco Gold Ltd,IPO,31/07/2015,06/07/2023,N/A,48.94,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.7,1,1,0,Textiles & Apparel,Apparel & Accessories,Consumer Cyclicals,Cyclical Consumer Products,Jewelry,06/07/2023,India,31/07/2015,06/07/2023,06/07/2023,31/07/2015,06/07/2023,06/07/2023,31/07/2015,06/07/2023
154085199924,Inventia Healthcare Pvt Ltd,IPO,20/09/2018,20/09/2018,N/A,62.49,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.2,1,1,0,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Proprietary & Advanced Pharmaceuticals,20/09/2018,India,20/09/2018,20/09/2018,20/09/2018,20/09/2018,20/09/2018,20/09/2018,20/09/2018,20/09/2018
154084964947,Dodla Dairy Ltd,IPO,28/12/2017,18/06/2021,N/A,63.45,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.3,1,1,0,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Dairy Products,18/06/2021,India,28/12/2017,18/06/2021,18/06/2021,28/12/2017,18/06/2021,18/06/2021,28/12/2017,18/06/2021
154085400983,Home First Finance Company India Ltd,IPO,11/06/2019,25/01/2021,N/A,158.13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.6,1,1,0,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),25/01/2021,India,11/06/2019,25/01/2021,25/01/2021,11/06/2019,25/01/2021,25/01/2021,11/06/2019,25/01/2021
154085601907,National Commodity and Derivatives Exchange Ltd,IPO,17/05/2019,17/05/2019,N/A,56.92,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.5,1,1,0,Investment Banking & Investment Services,Financial & Commodity Market Operators & Service Providers,Financials,Banking & Investment Services,Securities & Commodity Exchanges,17/05/2019,India,17/05/2019,17/05/2019,17/05/2019,17/05/2019,17/05/2019,17/05/2019,17/05/2019,17/05/2019
154085690750,Happiest Minds Technologies Ltd,IPO,29/08/2018,11/09/2020,N/A,95.60,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.9,1,1,0,Software & IT Services,IT Services & Consulting,Technology,Software & IT Services,IT Services & Consulting (NEC),11/09/2020,India,29/08/2018,11/09/2020,11/09/2020,29/08/2018,11/09/2020,11/09/2020,29/08/2018,11/09/2020
154085069461,Cremica Food Industries Ltd,IPO,08/02/2013,17/12/2020,N/A,73.53,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,1,1,0,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Services (NEC),17/12/2020,India,08/02/2013,17/12/2020,17/12/2020,08/02/2013,17/12/2020,17/12/2020,08/02/2013,17/12/2020
154084956213,Suryoday Small Finance Bank Ltd,IPO,30/01/2017,19/03/2021,N/A,80.43,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.8,1,1,0,Banking Services,Banks,Financials,Banking & Investment Services,Banks (NEC),19/03/2021,India,30/01/2017,19/03/2021,19/03/2021,30/01/2017,19/03/2021,19/03/2021,30/01/2017,19/03/2021
154084951482,Kalyan Jewellers India Ltd,IPO,21/08/2015,18/03/2021,N/A,161.65,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.4,1,1,0,Specialty Retailers,Apparel & Accessories Retailers,Consumer Cyclicals,Retailers,Jewelry & Watch Retailers,18/03/2021,India,21/08/2015,18/03/2021,18/03/2021,21/08/2015,18/03/2021,18/03/2021,21/08/2015,18/03/2021
154084941115,Barbeque-Nation Hospitality Ltd,IPO,18/10/2016,26/03/2021,N/A,62.37,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.9,1,1,0,Hotels & Entertainment Services,Restaurants & Bars,Consumer Cyclicals,Cyclical Consumer Services,Quick Service Restaurants,26/03/2021,India,18/10/2016,26/03/2021,26/03/2021,18/10/2016,26/03/2021,26/03/2021,18/10/2016,26/03/2021
154084937535,Jana Small Finance Bank Ltd,IPO,05/11/2015,09/02/2024,N/A,68.67,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.9,1,1,0,Banking Services,Banks,Financials,Banking & Investment Services,Banks (NEC),09/02/2024,India,05/11/2015,09/02/2024,09/02/2024,05/11/2015,09/02/2024,09/02/2024,05/11/2015,09/02/2024
154087128355,Chemplast Sanmar Ltd,IPO,31/03/2021,12/08/2021,N/A,518.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.9,1,1,0,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,"Hospitals, Clinics & Primary Care Services",12/08/2021,India,31/03/2021,12/08/2021,12/08/2021,31/03/2021,12/08/2021,12/08/2021,31/03/2021,12/08/2021
154087163297,Nuvoco Vistas Corporation Ltd,IPO,27/04/2021,11/08/2021,N/A,673.37,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1,1,1,0,Construction Materials,Construction Materials,Basic Materials,Mineral Resources,Cement & Concrete Manufacturing,11/08/2021,India,27/04/2021,11/08/2021,11/08/2021,27/04/2021,11/08/2021,11/08/2021,27/04/2021,11/08/2021
154087172506,Aptus Value Housing Finance India Ltd,IPO,17/05/2021,12/08/2021,N/A,374.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.7,1,1,0,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),12/08/2021,India,17/05/2021,12/08/2021,12/08/2021,17/05/2021,12/08/2021,12/08/2021,17/05/2021,12/08/2021
154087126844,Krsnaa Diagnostics Ltd,IPO,15/05/2021,06/08/2021,N/A,163.73,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1,1,0,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Medical & Diagnostic Laboratories,06/08/2021,India,15/05/2021,06/08/2021,06/08/2021,15/05/2021,06/08/2021,06/08/2021,15/05/2021,06/08/2021
154087194114,Vijaya Diagnostic Centre Ltd,IPO,05/06/2021,03/09/2021,N/A,259.66,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.4,1,1,0,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Medical & Diagnostic Laboratories,03/09/2021,India,05/06/2021,03/09/2021,03/09/2021,05/06/2021,03/09/2021,03/09/2021,05/06/2021,03/09/2021
154085285314,One Mobikwik Systems Ltd,IPO,18/01/2019,13/12/2024,N/A,67.47,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.7,1,1,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),13/12/2024,India,18/01/2019,13/12/2024,13/12/2024,18/01/2019,13/12/2024,13/12/2024,18/01/2019,13/12/2024
154084921452,Rolex Rings Ltd,IPO,15/01/2015,30/07/2021,N/A,98.34,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.9,1,1,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrials,Industrial Goods,Industrial Machinery & Equipment (NEC),30/07/2021,India,15/01/2015,30/07/2021,30/07/2021,15/01/2015,30/07/2021,30/07/2021,15/01/2015,30/07/2021
154087270340,Prudent Corporate Advisory Services Ltd,IPO,12/08/2021,12/05/2022,N/A,69.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.8,1,1,0,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Financials,Banking & Investment Services,Investment Banking & Brokerage Services (NEC),12/05/2022,India,12/08/2021,12/05/2022,12/05/2022,12/08/2021,12/05/2022,12/05/2022,12/08/2021,12/05/2022
154087270260,Tracxn Technologies Pvt Ltd,IPO,13/08/2021,12/10/2022,N/A,37.66,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.5,1,1,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),12/10/2022,India,13/08/2021,12/10/2022,12/10/2022,13/08/2021,12/10/2022,12/10/2022,13/08/2021,12/10/2022
154085483094,Utkarsh Small Finance Bank Ltd,IPO,19/09/2019,14/07/2023,N/A,60.94,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.5,1,1,0,Banking Services,Banks,Financials,Banking & Investment Services,Banks (NEC),14/07/2023,India,19/09/2019,14/07/2023,14/07/2023,19/09/2019,14/07/2023,14/07/2023,19/09/2019,14/07/2023
154087180783,Le Travenues Technology Ltd,IPO,12/08/2021,12/06/2024,N/A,88.71,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.8,1,1,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),12/06/2024,India,12/08/2021,12/06/2024,12/06/2024,12/08/2021,12/06/2024,12/06/2024,12/08/2021,12/06/2024
154087274349,Tega Industries Ltd,IPO,17/08/2021,03/12/2021,N/A,82.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.6,1,1,0,Automobiles & Auto Parts,Tires & Rubber Products,Consumer Cyclicals,Automobiles & Auto Parts,Tires & Rubber Products (NEC),03/12/2021,India,17/08/2021,03/12/2021,03/12/2021,17/08/2021,03/12/2021,03/12/2021,17/08/2021,03/12/2021
