"sdc_deal_number","company_name","exit_type","date_announced_filed","date_completed_issued","ticker","proceeds_amt_overallot_sold_all_markets_usd","acquiror_name","rank_value_incl_net_debt_sum_usd","rank_value_incl_net_debt_average_usd","rank_value_incl_net_debt_median_usd","m_a_deal_value_average_usd","m_a_deal_value_sum_usd","m_a_deal_value_median_usd","value_of_earnout_average_usd","value_of_earnout_sum_usd","value_of_earnout_median_usd","purchase_price_average_usd","purchase_price_sum_usd","purchase_price_median_usd","time_to_exit_years","no_of_deals","no_of_ipos","no_of_deals_w_m_a_deal_value","exit_portfolio_company_trbc_industry_group","exit_portfolio_company_trbc_industry","exit_portfolio_company_trbc_economic_sector","exit_portfolio_company_trbc_business_sector","exit_portfolio_company_trbc_activity","exit_date_completed_issued_30","exit_portfolio_company_nation","exit_date_announced_filed_32","exit_date_completed_issued_33","exit_date_completed_issued_34","exit_date_announced_filed_35","exit_date_completed_issued_36","exit_date_completed_issued_37","exit_date_announced_filed_38","exit_date_completed_issued_39","exit_year","company","exit_value","sector"
"154087268367","Sapphire Foods India Ltd","IPO","06/06/2017","11/11/2021","N/A",279.05,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1,1,0,"Hotels & Entertainment Services","Restaurants & Bars","Consumer Cyclicals","Cyclical Consumer Services","Quick Service Restaurants","11/11/2021","India","06/06/2017","11/11/2021","11/11/2021","06/06/2017","11/11/2021","11/11/2021","06/06/2017","11/11/2021",NA,"Sapphire Foods India Ltd",154087268367,"Hotels & Entertainment Services"
"154084948406","Star Health and Allied Insurance Company Ltd","IPO","13/03/2015","02/12/2021","N/A",853.83,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1,1,0,"Insurance","Life & Health Insurance","Financials","Insurance","Life & Health Insurance (NEC)","02/12/2021","India","13/03/2015","02/12/2021","02/12/2021","13/03/2015","02/12/2021","02/12/2021","13/03/2015","02/12/2021",NA,"Star Health and Allied Insurance Company Ltd",154084948406,"Insurance"
"154087228823","Go Fashion (India) Ltd","IPO","02/07/2021","22/11/2021","N/A",136.19,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,"Specialty Retailers","Apparel & Accessories Retailers","Consumer Cyclicals","Retailers","Women's Apparel Retailers","22/11/2021","India","02/07/2021","22/11/2021","22/11/2021","02/07/2021","22/11/2021","22/11/2021","02/07/2021","22/11/2021",NA,"Go Fashion (India) Ltd",154087228823,"Specialty Retailers"
"154084919082","Snapdeal Ltd","IPO","17/06/2014","17/06/2014","N/A",3.32,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1,1,0,"Diversified Retail","Discount Stores","Consumer Cyclicals","Retailers","Internet & Mail Order Discount Stores","17/06/2014","India","17/06/2014","17/06/2014","17/06/2014","17/06/2014","17/06/2014","17/06/2014","17/06/2014","17/06/2014",NA,"Snapdeal Ltd",154084919082,"Diversified Retail"
"154087414865","Hexagon Nutrition Ltd","IPO","17/12/2021","17/12/2021","N/A",13.16,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,"Specialty Retailers","Miscellaneous Specialty Retailers","Consumer Cyclicals","Retailers","Health Food Stores","17/12/2021","India","17/12/2021","17/12/2021","17/12/2021","17/12/2021","17/12/2021","17/12/2021","17/12/2021","17/12/2021",NA,"Hexagon Nutrition Ltd",154087414865,"Specialty Retailers"
"154084856183","AGS Transact Technologies Ltd","IPO","28/09/2010","21/01/2022","N/A",91.42,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,1,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Transaction & Payment Services","21/01/2022","India","28/09/2010","21/01/2022","21/01/2022","28/09/2010","21/01/2022","21/01/2022","28/09/2010","21/01/2022",NA,"AGS Transact Technologies Ltd",154084856183,"Professional & Commercial Services"
"154087425832","Rainbow Children's Medicare Ltd","IPO","24/12/2021","29/04/2022","N/A",206.67,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.7,1,1,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Hospitals, Clinics & Primary Care Services","29/04/2022","India","24/12/2021","29/04/2022","29/04/2022","24/12/2021","29/04/2022","29/04/2022","24/12/2021","29/04/2022",NA,"Rainbow Children's Medicare Ltd",154087425832,"Healthcare Providers & Services"
"154087448792","Imagine Marketing Ltd","IPO","17/01/2022","17/01/2022","N/A",170,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1,1,0,"Computers, Phones & Household Electronics","Phones & Handheld Devices","Technology","Technology Equipment","Personal Music Players","17/01/2022","India","17/01/2022","17/01/2022","17/01/2022","17/01/2022","17/01/2022","17/01/2022","17/01/2022","17/01/2022",NA,"Imagine Marketing Ltd",154087448792,"Computers, Phones & Household Electronics"
"154087453493","Ethos Ltd","IPO","21/01/2022","20/05/2022","N/A",51.67,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.4,1,1,0,"Specialty Retailers","Apparel & Accessories Retailers","Consumer Cyclicals","Retailers","Jewelry & Watch Retailers","20/05/2022","India","21/01/2022","20/05/2022","20/05/2022","21/01/2022","20/05/2022","20/05/2022","21/01/2022","20/05/2022",NA,"Ethos Ltd",154087453493,"Specialty Retailers"
"154087469150","Kids Clinic India Pvt Ltd","IPO","30/08/2021","30/08/2021","N/A",40.93,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.1,1,1,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Hospitals, Clinics & Primary Care Services","30/08/2021","India","30/08/2021","30/08/2021","30/08/2021","30/08/2021","30/08/2021","30/08/2021","30/08/2021","30/08/2021",NA,"Kids Clinic India Pvt Ltd",154087469150,"Healthcare Providers & Services"
"154087341462","TVS Supply Chain Solutions Ltd","IPO","19/10/2021","14/08/2023","N/A",111.21,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1,1,0,"Freight & Logistics Services","Ground Freight & Logistics","Industrials","Transportation","Ground Freight & Logistics (NEC)","14/08/2023","India","19/10/2021","14/08/2023","14/08/2023","19/10/2021","14/08/2023","14/08/2023","19/10/2021","14/08/2023",NA,"TVS Supply Chain Solutions Ltd",154087341462,"Freight & Logistics Services"
"154087341910","Fedbank Financial Services Ltd","IPO","19/10/2021","24/11/2023","N/A",131.15,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,1,0,"Banking Services","Corporate Financial Services","Financials","Banking & Investment Services","Corporate Financial Services (NEC)","24/11/2023","India","19/10/2021","24/11/2023","24/11/2023","19/10/2021","24/11/2023","24/11/2023","19/10/2021","24/11/2023",NA,"Fedbank Financial Services Ltd",154087341910,"Banking Services"
"154087482953","Archean Chemical Industries Pvt Ltd","IPO","18/02/2022","11/11/2022","N/A",181.7,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.5,1,1,0,"Chemicals","Agricultural Chemicals","Basic Materials","Chemicals","Agricultural Chemicals (NEC)","11/11/2022","India","18/02/2022","11/11/2022","11/11/2022","18/02/2022","11/11/2022","11/11/2022","18/02/2022","11/11/2022",NA,"Archean Chemical Industries Pvt Ltd",154087482953,"Chemicals"
"154084964701","Bikaji Foods International Ltd","IPO","03/01/2018","07/11/2022","N/A",107.72,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.6,1,1,0,"Food & Tobacco","Food Processing","Consumer Non-Cyclicals","Food & Beverages","Food Processing (NEC)","07/11/2022","India","03/01/2018","07/11/2022","07/11/2022","03/01/2018","07/11/2022","07/11/2022","03/01/2018","07/11/2022",NA,"Bikaji Foods International Ltd",154084964701,"Food & Tobacco"
"154087469027","Navi Technologies Pvt Ltd","IPO","10/03/2022","10/03/2022","N/A",439.11,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","10/03/2022","India","10/03/2022","10/03/2022","10/03/2022","10/03/2022","10/03/2022","10/03/2022","10/03/2022","10/03/2022",NA,"Navi Technologies Pvt Ltd",154087469027,"Banking Services"
"154087509706","Corrtech International Pvt Ltd","IPO","16/03/2022","16/03/2022","N/A",65.63,NA,0,0,0,0,0,0,0,0,0,0,0,0,13.8,1,1,0,"Oil & Gas Related Equipment and Services","Oil Related Services and Equipment","Energy","Energy - Fossil Fuels","Oil Related Services and Equipment (NEC)","16/03/2022","India","16/03/2022","16/03/2022","16/03/2022","16/03/2022","16/03/2022","16/03/2022","16/03/2022","16/03/2022",NA,"Corrtech International Pvt Ltd",154087509706,"Oil & Gas Related Equipment and Services"
"154087517549","Pristine Logistics & Infraprojects Pvt Ltd","IPO","24/03/2022","24/03/2022","N/A",145,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.3,1,1,0,"Freight & Logistics Services","Ground Freight & Logistics","Industrials","Transportation","Ground Freight & Logistics (NEC)","24/03/2022","India","24/03/2022","24/03/2022","24/03/2022","24/03/2022","24/03/2022","24/03/2022","24/03/2022","24/03/2022",NA,"Pristine Logistics & Infraprojects Pvt Ltd",154087517549,"Freight & Logistics Services"
"154087573972","FirstMeridian Business Services Pvt Ltd","IPO","11/05/2022","11/05/2022","N/A",95.59,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,1,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","11/05/2022","India","11/05/2022","11/05/2022","11/05/2022","11/05/2022","11/05/2022","11/05/2022","11/05/2022","11/05/2022",NA,"FirstMeridian Business Services Pvt Ltd",154087573972,"Software & IT Services"
"154087596925","Keystone Realtors Pvt Ltd","IPO","20/05/2022","16/11/2022","N/A",77.93,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.7,1,1,0,"Homebuilding & Construction Supplies","Homebuilding","Consumer Cyclicals","Cyclical Consumer Products","Residential Builders - Multifamily Homes","16/11/2022","India","20/05/2022","16/11/2022","16/11/2022","20/05/2022","16/11/2022","16/11/2022","20/05/2022","16/11/2022",NA,"Keystone Realtors Pvt Ltd",154087596925,"Homebuilding & Construction Supplies"
"154087631426","Portea Medical Health Vista Pvt Ltd","IPO","29/06/2022","29/06/2022","N/A",25.34,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.6,1,1,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Residential & Long-Term Care","29/06/2022","India","29/06/2022","29/06/2022","29/06/2022","29/06/2022","29/06/2022","29/06/2022","29/06/2022","29/06/2022",NA,"Portea Medical Health Vista Pvt Ltd",154087631426,"Healthcare Providers & Services"
"154087631419","Concord Enviro Systems Limited","IPO","30/06/2022","23/12/2024","N/A",58.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,"Professional & Commercial Services","Environmental Services & Equipment","Industrials","Industrial & Commercial Services","Waste Management, Disposal & Recycling Services","23/12/2024","India","30/06/2022","23/12/2024","23/12/2024","30/06/2022","23/12/2024","23/12/2024","30/06/2022","23/12/2024",NA,"Concord Enviro Systems Limited",154087631419,"Professional & Commercial Services"
"154084958786","Mankind Pharma Ltd","IPO","24/11/2016","27/04/2023","N/A",529.57,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1,1,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","27/04/2023","India","24/11/2016","27/04/2023","27/04/2023","24/11/2016","27/04/2023","27/04/2023","24/11/2016","27/04/2023",NA,"Mankind Pharma Ltd",154084958786,"Pharmaceuticals"
"154087617013","Honasa Consumer Pvt Ltd","IPO","21/06/2022","02/11/2023","N/A",204.43,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.1,1,1,0,"Personal & Household Products & Services","Personal Products","Consumer Non-Cyclicals","Personal & Household Products & Services","Personal Products (NEC)","02/11/2023","India","21/06/2022","02/11/2023","02/11/2023","21/06/2022","02/11/2023","02/11/2023","21/06/2022","02/11/2023",NA,"Honasa Consumer Pvt Ltd",154087617013,"Personal & Household Products & Services"
"154087865428","Rishabh Instruments Pvt Ltd","IPO","29/12/2022","01/09/2023","N/A",59.35,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.9,1,1,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Industrial Machinery & Equipment","Industrials","Industrial Goods","Testing & Measuring Equipment","01/09/2023","India","29/12/2022","01/09/2023","01/09/2023","29/12/2022","01/09/2023","01/09/2023","29/12/2022","01/09/2023",NA,"Rishabh Instruments Pvt Ltd",154087865428,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154087711918","Ideaforge Technology Pvt Ltd","IPO","21/09/2022","30/06/2023","N/A",69.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1,1,0,"Aerospace & Defense","Aerospace & Defense","Industrials","Industrial Goods","Drone Manufacturing","30/06/2023","India","21/09/2022","30/06/2023","30/06/2023","21/09/2022","30/06/2023","30/06/2023","21/09/2022","30/06/2023",NA,"Ideaforge Technology Pvt Ltd",154087711918,"Aerospace & Defense"
"154087834550","RR Kabel Ltd","IPO","12/04/2022","15/09/2023","N/A",236.57,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Electrical Components & Equipment","Industrials","Industrial Goods","Wires & Cables","15/09/2023","India","12/04/2022","15/09/2023","15/09/2023","12/04/2022","15/09/2023","15/09/2023","12/04/2022","15/09/2023",NA,"RR Kabel Ltd",154087834550,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154087277742","Rategain Travel Technologies Ltd","IPO","19/06/2021","09/12/2021","N/A",176.79,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,1,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","09/12/2021","India","19/06/2021","09/12/2021","09/12/2021","19/06/2021","09/12/2021","09/12/2021","19/06/2021","09/12/2021",NA,"Rategain Travel Technologies Ltd",154087277742,"Software & IT Services"
"154087606574","Indiafirst Life Insurance Co Ltd","IPO","10/06/2022","10/06/2022","N/A",452.87,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1,1,0,"Insurance","Life & Health Insurance","Financials","Insurance","Life Insurance","10/06/2022","India","10/06/2022","10/06/2022","10/06/2022","10/06/2022","10/06/2022","10/06/2022","10/06/2022","10/06/2022",NA,"Indiafirst Life Insurance Co Ltd",154087606574,"Insurance"
"154088281549","Gopal Snacks Ltd","IPO","21/11/2023","11/03/2024","N/A",78.62,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,1,0,"Food & Tobacco","Food Processing","Consumer Non-Cyclicals","Food & Beverages","Food Processing (NEC)","11/03/2024","India","21/11/2023","11/03/2024","11/03/2024","21/11/2023","11/03/2024","11/03/2024","21/11/2023","11/03/2024",NA,"Gopal Snacks Ltd",154088281549,"Food & Tobacco"
"154088260158","Avanse Financial Services Ltd","IPO","20/06/2024","20/06/2024","N/A",418.56,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Personal & Car Loans","20/06/2024","India","20/06/2024","20/06/2024","20/06/2024","20/06/2024","20/06/2024","20/06/2024","20/06/2024","20/06/2024",NA,"Avanse Financial Services Ltd",154088260158,"Banking Services"
"154088405443","Zinka Logistics Solutions Pvt Ltd","IPO","05/07/2024","18/11/2024","N/A",132.09,NA,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,"Freight & Logistics Services","Courier, Postal, Air Freight & Land-based Logistics","Industrials","Transportation","Freight Logistics","18/11/2024","India","05/07/2024","18/11/2024","18/11/2024","05/07/2024","18/11/2024","18/11/2024","05/07/2024","18/11/2024",NA,"Zinka Logistics Solutions Pvt Ltd",154088405443,"Freight & Logistics Services"
"154088552954","SAI Life Sciences Ltd","IPO","12/07/2024","13/12/2024","N/A",358.88,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1,1,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","13/12/2024","India","12/07/2024","13/12/2024","13/12/2024","12/07/2024","13/12/2024","13/12/2024","12/07/2024","13/12/2024",NA,"SAI Life Sciences Ltd",154088552954,"Pharmaceuticals"
"154087480949","Brainbees Solutions Pvt Ltd","IPO","18/02/2022","08/08/2024","N/A",499.35,NA,0,0,0,0,0,0,0,0,0,0,0,0,13.3,1,1,0,"Software & IT Services","Online Services","Technology","Software & IT Services","E-commerce & Auction Services","08/08/2024","India","18/02/2022","08/08/2024","08/08/2024","18/02/2022","08/08/2024","08/08/2024","18/02/2022","08/08/2024",NA,"Brainbees Solutions Pvt Ltd",154087480949,"Software & IT Services"
"154087635528","Ecom Express Pvt Ltd","IPO","15/08/2024","15/08/2024","N/A",309.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1,1,0,"Freight & Logistics Services","Courier, Postal, Air Freight & Land-based Logistics","Industrials","Transportation","Freight Logistics","15/08/2024","India","15/08/2024","15/08/2024","15/08/2024","15/08/2024","15/08/2024","15/08/2024","15/08/2024","15/08/2024",NA,"Ecom Express Pvt Ltd",154087635528,"Freight & Logistics Services"
"154087423643","TBO Tek Ltd","IPO","23/12/2021","10/05/2024","N/A",185.63,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,1,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","10/05/2024","India","23/12/2021","10/05/2024","10/05/2024","23/12/2021","10/05/2024","10/05/2024","23/12/2021","10/05/2024",NA,"TBO Tek Ltd",154087423643,"Software & IT Services"
"154088349257","Niva Bupa Health Insurance Co Ltd","IPO","29/06/2024","11/11/2024","N/A",260.73,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1,1,0,"Insurance","Life & Health Insurance","Financials","Insurance","Life Insurance","11/11/2024","India","29/06/2024","11/11/2024","11/11/2024","29/06/2024","11/11/2024","11/11/2024","29/06/2024","11/11/2024",NA,"Niva Bupa Health Insurance Co Ltd",154088349257,"Insurance"
"154088585775","Hdfc Credila Financial Services Ltd","IPO","19/08/2024","19/08/2024","N/A",584,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","19/08/2024","India","19/08/2024","19/08/2024","19/08/2024","19/08/2024","19/08/2024","19/08/2024","19/08/2024","19/08/2024",NA,"Hdfc Credila Financial Services Ltd",154088585775,"Banking Services"
"154087608907","PhonePe Pvt Ltd","IPO","24/08/2020","24/08/2020","N/A",1000,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Financial Technology (Fintech) & Infrastructure","Financial Technology (Fintech)","Technology","Financial Technology (Fintech) & Infrastructure","Financial Technology (Fintech) (NEC)","24/08/2020","India","24/08/2020","24/08/2020","24/08/2020","24/08/2020","24/08/2020","24/08/2020","24/08/2020","24/08/2020",NA,"PhonePe Pvt Ltd",154087608907,"Financial Technology (Fintech) & Infrastructure"
"154084952604","Seaways Group","IPO","28/03/2016","28/03/2016","N/A",52.55,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.8,1,1,0,"Freight & Logistics Services","Marine Freight & Logistics","Industrials","Transportation","Marine Freight & Logistics (NEC)","28/03/2016","India","28/03/2016","28/03/2016","28/03/2016","28/03/2016","28/03/2016","28/03/2016","28/03/2016","28/03/2016",NA,"Seaways Group",154084952604,"Freight & Logistics Services"
"154084917345","Varun Beverages Ltd","IPO","05/06/2014","02/11/2016","N/A",166.66,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1,1,0,"Beverages","Non-Alcoholic Beverages","Consumer Non-Cyclicals","Food & Beverages","Carbonated Soft Drinks","02/11/2016","India","05/06/2014","02/11/2016","02/11/2016","05/06/2014","02/11/2016","02/11/2016","05/06/2014","02/11/2016",NA,"Varun Beverages Ltd",154084917345,"Beverages"
"154084958335","Laurus Labs Ltd","IPO","17/05/2016","12/12/2016","N/A",197.54,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1,1,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","12/12/2016","India","17/05/2016","12/12/2016","12/12/2016","17/05/2016","12/12/2016","12/12/2016","17/05/2016","12/12/2016",NA,"Laurus Labs Ltd",154084958335,"Pharmaceuticals"
"154084968807","TCNS Clothing Co Ltd","IPO","28/05/2017","24/07/2018","N/A",163.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1,1,0,"Textiles & Apparel","Apparel & Accessories","Consumer Cyclicals","Cyclical Consumer Products","Women's Clothing","24/07/2018","India","28/05/2017","24/07/2018","24/07/2018","28/05/2017","24/07/2018","24/07/2018","28/05/2017","24/07/2018",NA,"TCNS Clothing Co Ltd",154084968807,"Textiles & Apparel"
"154084935709","G R Infraprojects Ltd","IPO","30/09/2015","09/07/2021","N/A",129.33,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.3,1,1,0,"Homebuilding & Construction Supplies","Homebuilding","Consumer Cyclicals","Cyclical Consumer Products","Residential Builders - Multifamily Homes","09/07/2021","India","30/09/2015","09/07/2021","09/07/2021","30/09/2015","09/07/2021","09/07/2021","30/09/2015","09/07/2021",NA,"G R Infraprojects Ltd",154084935709,"Homebuilding & Construction Supplies"
"154085128408","Century Metal Recycling Ltd","IPO","11/06/2018","11/06/2018","N/A",88.94,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,"Metals & Mining","Aluminum","Basic Materials","Mineral Resources","Primary Aluminum Production","11/06/2018","India","11/06/2018","11/06/2018","11/06/2018","11/06/2018","11/06/2018","11/06/2018","11/06/2018","11/06/2018",NA,"Century Metal Recycling Ltd",154085128408,"Metals & Mining"
"154084988019","Vectus Industries Ltd","IPO","21/02/2018","21/02/2018","N/A",69.44,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1,1,0,"Homebuilding & Construction Supplies","Construction Supplies & Fixtures","Consumer Cyclicals","Cyclical Consumer Products","Plumbing Fixtures & Fittings","21/02/2018","India","21/02/2018","21/02/2018","21/02/2018","21/02/2018","21/02/2018","21/02/2018","21/02/2018","21/02/2018",NA,"Vectus Industries Ltd",154084988019,"Homebuilding & Construction Supplies"
"154085108889","Sansera Engineering Limited","IPO","17/05/2018","16/09/2021","N/A",174.39,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.2,1,1,0,"Automobiles & Auto Parts","Auto, Truck & Motorcycle Parts","Consumer Cyclicals","Automobiles & Auto Parts","Engine & Powertrain Systems","16/09/2021","India","17/05/2018","16/09/2021","16/09/2021","17/05/2018","16/09/2021","16/09/2021","17/05/2018","16/09/2021",NA,"Sansera Engineering Limited",154085108889,"Automobiles & Auto Parts"
"154084936091","Senco Gold Ltd","IPO","31/07/2015","06/07/2023","N/A",48.94,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.7,1,1,0,"Textiles & Apparel","Apparel & Accessories","Consumer Cyclicals","Cyclical Consumer Products","Jewelry","06/07/2023","India","31/07/2015","06/07/2023","06/07/2023","31/07/2015","06/07/2023","06/07/2023","31/07/2015","06/07/2023",NA,"Senco Gold Ltd",154084936091,"Textiles & Apparel"
"154085199924","Inventia Healthcare Pvt Ltd","IPO","20/09/2018","20/09/2018","N/A",62.49,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.2,1,1,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Proprietary & Advanced Pharmaceuticals","20/09/2018","India","20/09/2018","20/09/2018","20/09/2018","20/09/2018","20/09/2018","20/09/2018","20/09/2018","20/09/2018",NA,"Inventia Healthcare Pvt Ltd",154085199924,"Pharmaceuticals"
"154084964947","Dodla Dairy Ltd","IPO","28/12/2017","18/06/2021","N/A",63.45,NA,0,0,0,0,0,0,0,0,0,0,0,0,24.3,1,1,0,"Food & Tobacco","Food Processing","Consumer Non-Cyclicals","Food & Beverages","Dairy Products","18/06/2021","India","28/12/2017","18/06/2021","18/06/2021","28/12/2017","18/06/2021","18/06/2021","28/12/2017","18/06/2021",NA,"Dodla Dairy Ltd",154084964947,"Food & Tobacco"
"154085400983","Home First Finance Company India Ltd","IPO","11/06/2019","25/01/2021","N/A",158.13,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.6,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","25/01/2021","India","11/06/2019","25/01/2021","25/01/2021","11/06/2019","25/01/2021","25/01/2021","11/06/2019","25/01/2021",NA,"Home First Finance Company India Ltd",154085400983,"Banking Services"
"154085601907","National Commodity and Derivatives Exchange Ltd","IPO","17/05/2019","17/05/2019","N/A",56.92,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,1,0,"Investment Banking & Investment Services","Financial & Commodity Market Operators & Service Providers","Financials","Banking & Investment Services","Securities & Commodity Exchanges","17/05/2019","India","17/05/2019","17/05/2019","17/05/2019","17/05/2019","17/05/2019","17/05/2019","17/05/2019","17/05/2019",NA,"National Commodity and Derivatives Exchange Ltd",154085601907,"Investment Banking & Investment Services"
"154085690750","Happiest Minds Technologies Ltd","IPO","29/08/2018","11/09/2020","N/A",95.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.9,1,1,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","11/09/2020","India","29/08/2018","11/09/2020","11/09/2020","29/08/2018","11/09/2020","11/09/2020","29/08/2018","11/09/2020",NA,"Happiest Minds Technologies Ltd",154085690750,"Software & IT Services"
"154085069461","Cremica Food Industries Ltd","IPO","08/02/2013","17/12/2020","N/A",73.53,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,"Personal & Household Products & Services","Personal Services","Consumer Non-Cyclicals","Personal & Household Products & Services","Personal Services (NEC)","17/12/2020","India","08/02/2013","17/12/2020","17/12/2020","08/02/2013","17/12/2020","17/12/2020","08/02/2013","17/12/2020",NA,"Cremica Food Industries Ltd",154085069461,"Personal & Household Products & Services"
"154084956213","Suryoday Small Finance Bank Ltd","IPO","30/01/2017","19/03/2021","N/A",80.43,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.8,1,1,0,"Banking Services","Banks","Financials","Banking & Investment Services","Banks (NEC)","19/03/2021","India","30/01/2017","19/03/2021","19/03/2021","30/01/2017","19/03/2021","19/03/2021","30/01/2017","19/03/2021",NA,"Suryoday Small Finance Bank Ltd",154084956213,"Banking Services"
"154084951482","Kalyan Jewellers India Ltd","IPO","21/08/2015","18/03/2021","N/A",161.65,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1,1,0,"Specialty Retailers","Apparel & Accessories Retailers","Consumer Cyclicals","Retailers","Jewelry & Watch Retailers","18/03/2021","India","21/08/2015","18/03/2021","18/03/2021","21/08/2015","18/03/2021","18/03/2021","21/08/2015","18/03/2021",NA,"Kalyan Jewellers India Ltd",154084951482,"Specialty Retailers"
